sample_id,source_dataset,sample_role,subject_id,source_subject_id,local_subject_id,source_sequence_id,sequence_id,frame_dir,path_status,frame_count,frame_extension
smic_hs__s04__s4_ne_09,smic_hs,classification,s04,s04,s4,s04_ne_09,s4_ne_09,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_09,available,29,.bmp
smic_hs__s04__s4_ne_10,smic_hs,classification,s04,s04,s4,s04_ne_10,s4_ne_10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_10,available,34,.bmp
smic_hs__s04__s4_po_01,smic_hs,classification,s04,s04,s4,s04_po_01,s4_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/positive/s4_po_01,available,32,.bmp
smic_hs__s04__s4_po_02,smic_hs,classification,s04,s04,s4,s04_po_02,s4_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/positive/s4_po_02,available,20,.bmp
smic_hs__s04__s4_po_03,smic_hs,classification,s04,s04,s4,s04_po_03,s4_po_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/positive/s4_po_03,available,36,.bmp
smic_hs__s04__s4_po_04,smic_hs,classification,s04,s04,s4,s04_po_04,s4_po_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/positive/s4_po_04,available,29,.bmp
smic_hs__s04__s4_sur_01,smic_hs,classification,s04,s04,s4,s04_sur_01,s4_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/surprise/s4_sur_01,available,44,.bmp
smic_hs__s04__s4_sur_02,smic_hs,classification,s04,s04,s4,s04_sur_02,s4_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/surprise/s4_sur_02,available,33,.bmp
smic_hs__s04__s4_sur_03,smic_hs,classification,s04,s04,s4,s04_sur_03,s4_sur_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/surprise/s4_sur_03,available,24,.bmp
smic_hs__s04__s4_sur_04,smic_hs,classification,s04,s04,s4,s04_sur_04,s4_sur_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/surprise/s4_sur_04,available,20,.bmp
smic_hs__s04__s4_sur_05,smic_hs,classification,s04,s04,s4,s04_sur_05,s4_sur_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/surprise/s4_sur_05,available,25,.bmp
smic_hs__s04__s4_n1,smic_hs,spotting_negative,s04,s4,s4,s4_n1,s4_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n1,available,30,.bmp
smic_hs__s04__s4_n10,smic_hs,spotting_negative,s04,s4,s4,s4_n10,s4_n10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n10,available,21,.bmp
smic_hs__s04__s4_n11,smic_hs,spotting_negative,s04,s4,s4,s4_n11,s4_n11,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n11,available,29,.bmp
smic_hs__s04__s4_n12,smic_hs,spotting_negative,s04,s4,s4,s4_n12,s4_n12,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n12,available,28,.bmp
smic_hs__s04__s4_n13,smic_hs,spotting_negative,s04,s4,s4,s4_n13,s4_n13,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n13,available,28,.bmp
smic_hs__s04__s4_n14,smic_hs,spotting_negative,s04,s4,s4,s4_n14,s4_n14,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n14,available,20,.bmp
smic_hs__s04__s4_n15,smic_hs,spotting_negative,s04,s4,s4,s4_n15,s4_n15,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n15,available,29,.bmp
smic_hs__s04__s4_n16,smic_hs,spotting_negative,s04,s4,s4,s4_n16,s4_n16,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n16,available,21,.bmp
smic_hs__s04__s4_n17,smic_hs,spotting_negative,s04,s4,s4,s4_n17,s4_n17,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n17,available,20,.bmp
smic_hs__s04__s4_n18,smic_hs,spotting_negative,s04,s4,s4,s4_n18,s4_n18,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n18,available,34,.bmp
smic_hs__s04__s4_n19,smic_hs,spotting_negative,s04,s4,s4,s4_n19,s4_n19,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n19,available,34,.bmp
smic_hs__s04__s4_n2,smic_hs,spotting_negative,s04,s4,s4,s4_n2,s4_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n2,available,30,.bmp
smic_hs__s04__s4_n3,smic_hs,spotting_negative,s04,s4,s4,s4_n3,s4_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n3,available,21,.bmp
smic_hs__s04__s4_n4,smic_hs,spotting_negative,s04,s4,s4,s4_n4,s4_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n4,available,16,.bmp
smic_hs__s04__s4_n5,smic_hs,spotting_negative,s04,s4,s4,s4_n5,s4_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n5,available,21,.bmp
smic_hs__s04__s4_n6,smic_hs,spotting_negative,s04,s4,s4,s4_n6,s4_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n6,available,24,.bmp
smic_hs__s04__s4_n7,smic_hs,spotting_negative,s04,s4,s4,s4_n7,s4_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n7,available,21,.bmp
smic_hs__s04__s4_n8,smic_hs,spotting_negative,s04,s4,s4,s4_n8,s4_n8,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n8,available,21,.bmp
smic_hs__s04__s4_n9,smic_hs,spotting_negative,s04,s4,s4,s4_n9,s4_n9,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/non_micro/s4_n9,available,20,.bmp
smic_hs__s05__s5_ne_01,smic_hs,classification,s05,s05,s5,s05_ne_01,s5_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s5/micro/negative/s5_ne_01,available,30,.bmp
smic_hs__s05__s5_sur_01,smic_hs,classification,s05,s05,s5,s05_sur_01,s5_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s5/micro/surprise/s5_sur_01,available,43,.bmp
smic_hs__s05__s5_n1,smic_hs,spotting_negative,s05,s5,s5,s5_n1,s5_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s5/non_micro/s5_n1,available,34,.bmp
smic_hs__s05__s5_n2,smic_hs,spotting_negative,s05,s5,s5,s5_n2,s5_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s5/non_micro/s5_n2,available,15,.bmp
smic_hs__s06__s6_ne_01,smic_hs,classification,s06,s06,s6,s06_ne_01,s6_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/micro/negative/s6_ne_01,available,40,.bmp
smic_hs__s06__s6_ne_02,smic_hs,classification,s06,s06,s6,s06_ne_02,s6_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/micro/negative/s6_ne_02,available,35,.bmp
smic_hs__s06__s6_sur_01,smic_hs,classification,s06,s06,s6,s06_sur_01,s6_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/micro/surprise/s6_sur_01,available,25,.bmp
smic_hs__s06__s6_sur_02,smic_hs,classification,s06,s06,s6,s06_sur_02,s6_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/micro/surprise/s6_sur_02,available,41,.bmp
smic_hs__s06__s6_n1,smic_hs,spotting_negative,s06,s6,s6,s6_n1,s6_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/non_micro/s6_n1,available,27,.bmp
smic_hs__s06__s6_n2,smic_hs,spotting_negative,s06,s6,s6,s6_n2,s6_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/non_micro/s6_n2,available,24,.bmp
smic_hs__s06__s6_n3,smic_hs,spotting_negative,s06,s6,s6,s6_n3,s6_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/non_micro/s6_n3,available,23,.bmp
smic_hs__s06__s6_n4,smic_hs,spotting_negative,s06,s6,s6,s6_n4,s6_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s6/non_micro/s6_n4,available,35,.bmp
smic_hs__s08__s8_ne_01,smic_hs,classification,s08,s08,s8,s08_ne_01,s8_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_01,available,40,.bmp
smic_hs__s08__s8_ne_02,smic_hs,classification,s08,s08,s8,s08_ne_02,s8_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_02,available,28,.bmp
smic_hs__s08__s8_ne_03,smic_hs,classification,s08,s08,s8,s08_ne_03,s8_ne_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_03,available,28,.bmp
smic_hs__s08__s8_ne_04,smic_hs,classification,s08,s08,s8,s08_ne_04,s8_ne_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_04,available,37,.bmp
smic_hs__s08__s8_ne_05,smic_hs,classification,s08,s08,s8,s08_ne_05,s8_ne_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_05,available,41,.bmp
smic_hs__s08__s8_ne_06,smic_hs,classification,s08,s08,s8,s08_ne_06,s8_ne_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_06,available,48,.bmp
smic_hs__s08__s8_ne_07,smic_hs,classification,s08,s08,s8,s08_ne_07,s8_ne_07,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_07,available,23,.bmp
smic_hs__s08__s8_ne_08,smic_hs,classification,s08,s08,s8,s08_ne_08,s8_ne_08,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_08,available,28,.bmp
smic_hs__s08__s8_ne_09,smic_hs,classification,s08,s08,s8,s08_ne_09,s8_ne_09,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/negative/s8_ne_09,available,40,.bmp
smic_hs__s08__s8_po_01,smic_hs,classification,s08,s08,s8,s08_po_01,s8_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/positive/s8_po_01,available,37,.bmp
smic_hs__s08__s8_po_02,smic_hs,classification,s08,s08,s8,s08_po_02,s8_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/positive/s8_po_02,available,28,.bmp
smic_hs__s08__s8_po_03,smic_hs,classification,s08,s08,s8,s08_po_03,s8_po_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/positive/s8_po_03,available,32,.bmp
smic_hs__s08__s8_po_04,smic_hs,classification,s08,s08,s8,s08_po_04,s8_po_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/micro/positive/s8_po_04,available,41,.bmp
smic_hs__s08__s8_n1,smic_hs,spotting_negative,s08,s8,s8,s8_n1,s8_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n1,available,48,.bmp
smic_hs__s08__s8_n10,smic_hs,spotting_negative,s08,s8,s8,s8_n10,s8_n10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n10,available,44,.bmp
smic_hs__s08__s8_n11,smic_hs,spotting_negative,s08,s8,s8,s8_n11,s8_n11,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n11,available,40,.bmp
smic_hs__s08__s8_n12,smic_hs,spotting_negative,s08,s8,s8,s8_n12,s8_n12,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n12,available,28,.bmp
smic_hs__s08__s8_n13,smic_hs,spotting_negative,s08,s8,s8,s8_n13,s8_n13,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n13,available,48,.bmp
smic_hs__s08__s8_n2,smic_hs,spotting_negative,s08,s8,s8,s8_n2,s8_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n2,available,32,.bmp
smic_hs__s08__s8_n3,smic_hs,spotting_negative,s08,s8,s8,s8_n3,s8_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n3,available,48,.bmp
smic_hs__s08__s8_n4,smic_hs,spotting_negative,s08,s8,s8,s8_n4,s8_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n4,available,32,.bmp
smic_hs__s08__s8_n5,smic_hs,spotting_negative,s08,s8,s8,s8_n5,s8_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n5,available,44,.bmp
smic_hs__s08__s8_n6,smic_hs,spotting_negative,s08,s8,s8,s8_n6,s8_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n6,available,28,.bmp
smic_hs__s08__s8_n7,smic_hs,spotting_negative,s08,s8,s8,s8_n7,s8_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n7,available,40,.bmp
smic_hs__s08__s8_n8,smic_hs,spotting_negative,s08,s8,s8,s8_n8,s8_n8,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n8,available,28,.bmp
smic_hs__s08__s8_n9,smic_hs,spotting_negative,s08,s8,s8,s8_n9,s8_n9,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s8/non_micro/s8_n9,available,32,.bmp
smic_hs__s09__s9_po_01,smic_hs,classification,s09,s09,s9,s09_po_01,s9_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/micro/positive/s9_po_01,available,42,.bmp
smic_hs__s09__s9_sur_01,smic_hs,classification,s09,s09,s9,s09_sur_01,s9_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/micro/surprise/s9_sur_01,available,27,.bmp
smic_hs__s09__s9_sur_02,smic_hs,classification,s09,s09,s9,s09_sur_02,s9_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/micro/surprise/s9_sur_02,available,42,.bmp
smic_hs__s09__s9_sur_03,smic_hs,classification,s09,s09,s9,s09_sur_03,s9_sur_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/micro/surprise/s9_sur_03,available,39,.bmp
smic_hs__s09__s9_n1,smic_hs,spotting_negative,s09,s9,s9,s9_n1,s9_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/non_micro/s9_n1,available,40,.bmp
smic_hs__s09__s9_n2,smic_hs,spotting_negative,s09,s9,s9,s9_n2,s9_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/non_micro/s9_n2,available,36,.bmp
smic_hs__s09__s9_n3,smic_hs,spotting_negative,s09,s9,s9,s9_n3,s9_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/non_micro/s9_n3,available,44,.bmp
smic_hs__s09__s9_n4,smic_hs,spotting_negative,s09,s9,s9,s9_n4,s9_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s9/non_micro/s9_n4,available,28,.bmp
smic_hs__s11__s11_ne_01,smic_hs,classification,s11,s11,s11,s11_ne_01,s11_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/micro/negative/s11_ne_01,available,21,.bmp
smic_hs__s11__s11_ne_02,smic_hs,classification,s11,s11,s11,s11_ne_02,s11_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/micro/negative/s11_ne_02,available,31,.bmp
smic_hs__s11__s11_ne_03,smic_hs,classification,s11,s11,s11,s11_ne_03,s11_ne_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/micro/negative/s11_ne_03,available,41,.bmp
smic_hs__s11__s11_po_01,smic_hs,classification,s11,s11,s11,s11_po_01,s11_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/micro/positive/s11_po_01,available,49,.bmp
smic_hs__s11__s11_po_02,smic_hs,classification,s11,s11,s11,s11_po_02,s11_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/micro/positive/s11_po_02,available,48,.bmp
smic_hs__s11__s11_po_03,smic_hs,classification,s11,s11,s11,s11_po_03,s11_po_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/micro/positive/s11_po_03,available,44,.bmp
smic_hs__s11__s11_sur_01,smic_hs,classification,s11,s11,s11,s11_sur_01,s11_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/micro/surprise/s11_sur_01,available,32,.bmp
smic_hs__s11__s11_n1,smic_hs,spotting_negative,s11,s11,s11,s11_n1,s11_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/non_micro/s11_n1,available,28,.bmp
smic_hs__s11__s11_n2,smic_hs,spotting_negative,s11,s11,s11,s11_n2,s11_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/non_micro/s11_n2,available,32,.bmp
smic_hs__s11__s11_n3,smic_hs,spotting_negative,s11,s11,s11,s11_n3,s11_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/non_micro/s11_n3,available,44,.bmp
smic_hs__s11__s11_n4,smic_hs,spotting_negative,s11,s11,s11,s11_n4,s11_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/non_micro/s11_n4,available,40,.bmp
smic_hs__s11__s11_n5,smic_hs,spotting_negative,s11,s11,s11,s11_n5,s11_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/non_micro/s11_n5,available,36,.bmp
smic_hs__s11__s11_n6,smic_hs,spotting_negative,s11,s11,s11,s11_n6,s11_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/non_micro/s11_n6,available,28,.bmp
smic_hs__s11__s11_n7,smic_hs,spotting_negative,s11,s11,s11,s11_n7,s11_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s11/non_micro/s11_n7,available,40,.bmp
smic_hs__s12__s12_po_01,smic_hs,classification,s12,s12,s12,s12_po_01,s12_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_01,available,50,.bmp
smic_hs__s12__s12_po_02,smic_hs,classification,s12,s12,s12,s12_po_02,s12_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_02,available,26,.bmp
smic_hs__s12__s12_po_03,smic_hs,classification,s12,s12,s12,s12_po_03,s12_po_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_03,available,47,.bmp
smic_hs__s12__s12_po_04,smic_hs,classification,s12,s12,s12,s12_po_04,s12_po_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_04,available,28,.bmp
smic_hs__s12__s12_po_05,smic_hs,classification,s12,s12,s12,s12_po_05,s12_po_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_05,available,31,.bmp
smic_hs__s12__s12_po_06,smic_hs,classification,s12,s12,s12,s12_po_06,s12_po_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_06,available,40,.bmp
smic_hs__s12__s12_po_07,smic_hs,classification,s12,s12,s12,s12_po_07,s12_po_07,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_07,available,50,.bmp
smic_hs__s12__s12_po_08,smic_hs,classification,s12,s12,s12,s12_po_08,s12_po_08,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/positive/s12_po_08,available,41,.bmp
smic_hs__s12__s12_sur_01,smic_hs,classification,s12,s12,s12,s12_sur_01,s12_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/micro/surprise/s12_sur_01,available,38,.bmp
smic_hs__s12__s12_n1,smic_hs,spotting_negative,s12,s12,s12,s12_n1,s12_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n1,available,44,.bmp
smic_hs__s12__s12_n2,smic_hs,spotting_negative,s12,s12,s12,s12_n2,s12_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n2,available,32,.bmp
smic_hs__s12__s12_n3,smic_hs,spotting_negative,s12,s12,s12,s12_n3,s12_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n3,available,36,.bmp
smic_hs__s12__s12_n4,smic_hs,spotting_negative,s12,s12,s12,s12_n4,s12_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n4,available,36,.bmp
smic_hs__s12__s12_n5,smic_hs,spotting_negative,s12,s12,s12,s12_n5,s12_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n5,available,40,.bmp
smic_hs__s12__s12_n6,smic_hs,spotting_negative,s12,s12,s12,s12_n6,s12_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n6,available,32,.bmp
smic_hs__s12__s12_n7,smic_hs,spotting_negative,s12,s12,s12,s12_n7,s12_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n7,available,32,.bmp
smic_hs__s12__s12_n8,smic_hs,spotting_negative,s12,s12,s12,s12_n8,s12_n8,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n8,available,36,.bmp
smic_hs__s12__s12_n9,smic_hs,spotting_negative,s12,s12,s12,s12_n9,s12_n9,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s12/non_micro/s12_n9,available,44,.bmp
smic_hs__s13__s13_po_01,smic_hs,classification,s13,s13,s13,s13_po_01,s13_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_01,available,46,.bmp
smic_hs__s13__s13_po_02,smic_hs,classification,s13,s13,s13,s13_po_02,s13_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_02,available,33,.bmp
smic_hs__s13__s13_po_03,smic_hs,classification,s13,s13,s13,s13_po_03,s13_po_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_03,available,37,.bmp
smic_hs__s13__s13_po_04,smic_hs,classification,s13,s13,s13,s13_po_04,s13_po_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_04,available,50,.bmp
smic_hs__s13__s13_po_05,smic_hs,classification,s13,s13,s13,s13_po_05,s13_po_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_05,available,47,.bmp
smic_hs__s13__s13_po_06,smic_hs,classification,s13,s13,s13,s13_po_06,s13_po_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_06,available,42,.bmp
smic_hs__s13__s13_po_07,smic_hs,classification,s13,s13,s13,s13_po_07,s13_po_07,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_07,available,31,.bmp
smic_hs__s13__s13_po_08,smic_hs,classification,s13,s13,s13,s13_po_08,s13_po_08,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_08,available,36,.bmp
smic_hs__s13__s13_po_09,smic_hs,classification,s13,s13,s13,s13_po_09,s13_po_09,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_09,available,41,.bmp
